facilityuid,facility,code,ward,sub_county,county,indicator,indicator_name,period,dhis2_value,datim_value
WG7O02P8x4T,Dede Dispensary,13532.0,West sakwa Ward,Awendo Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,120.0,116.0
QiXeOXMmlX0,Arombe Dispensary,13486.0,Wiga Ward,Suna West Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,21.0,21.0
Z4h8itV1gpt,Lwala Dispensary,13740.0,North kamagambo Ward,Rongo Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,174.0,169.0
ImG6wgclN06,Ongo Health Centre,13989.0,South kamagambo Ward,Rongo Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,111.0,107.0
sDgMJ46sG5P,Mogori-Komasimo Health Centre,16721.0,Masaba Ward,Kuria West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,107.0,106.0
xaQ9Z2jrxRM,Anjego Dispensary,13480.0,Kakrao Ward,Suna East Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,9.0,9.0
pS72TtLnCvM,Ongito Dispensary,13988.0,North kanyamkago Ward,Uriri Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,43.0,42.0
Z7ruKy2DyTa,Kadem Tb & Leprosy Dispensary,13640.0,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,44.0,41.0
eNAWFykGp3w,Uriri Health Centre,14161.0,Central kanyamkago Ward,Uriri Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,149.0,149.0
Dsv44iuGboK,St Akidiva Memorial Hospital,14101.0,Oruba Ward,Suna West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,18.0,17.0
YFSNlKvGVDj,Lwanda Dispensary,13741.0,North kadem Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,78.0,75.0
sDgMJ46sG5P,Mogori-Komasimo Health Centre,16721.0,Masaba Ward,Kuria West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,172.0,171.0
FIDsgV3ezn0,Olasi Dispensary,13975.0,Kaler Ward,Nyatike Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,8.0,8.0
pS72TtLnCvM,Ongito Dispensary,13988.0,North kanyamkago Ward,Uriri Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,29.0,29.0
cd2oXY1uQan,Verna Health Centre,14166.0,East kamagambo Ward,Rongo Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,68.0,67.0
JJHQ16uTrPX,St Camillus Mission Hospital,14103.0,Kachieng' Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,34.0,31.0
QiXeOXMmlX0,Arombe Dispensary,13486.0,Wiga Ward,Suna West Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,18.0,18.0
Sv7XZqXiyCP,Nyametaburo Health Centre,13909.0,Mokerero Ward,Kuria West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,48.0,48.0
WV0WSrN5Wki,Oyani SDA,14008.0,West kanyamkago Ward,Uriri Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,46.0,45.0
WDe0umtdbif,Kabuto Dispensary,13639.0,North kadem Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,19.0,10.0
Dp9uga9zfqH,God Kwer Dispensary,13583.0,Wiga Ward,Suna West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,111.0,108.0
BSIVRetkq9o,Getongoroma Dispensary,13569.0,Nyamosense/komosoko Ward,Kuria West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,58.0,56.0
Dp9uga9zfqH,God Kwer Dispensary,13583.0,Wiga Ward,Suna West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,88.0,91.0
mvhjOGeHZbK,Nyandago Koweru Dispensary,13919.0,Got kachola Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,55.0,52.0
MxwFljO9mmy,Sibuoche Dispensary,14082.0,West kanyamkago Ward,Uriri Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,66.0,66.0
sDgMJ46sG5P,Mogori-Komasimo Health Centre,16721.0,Masaba Ward,Kuria West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,124.0,124.0
LYR8fhhFOaQ,Duruma,16268.0,North kadem Ward,Nyatike Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,2.0,2.0
HIbQsMgPQm0,Othoro,14003.0,North kanyamkago Ward,Uriri Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,15.0,15.0
ImG6wgclN06,Ongo Health Centre,13989.0,South kamagambo Ward,Rongo Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,116.0,114.0
WnyXc5FYO5e,Ulanda Dispensary,14157.0,East kanyamkago Ward,Uriri Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,11.0,11.0
OQUMus9IsA1,Bugumbe Health Centre,13517.0,Tagare Ward,Kuria West Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,6.0,6.0
WlgH5Q5Y6kZ,Nyakuru Dispensary,13885.0,North sakwa Ward,Awendo Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,61.0,58.0
leXuCmyYwWX,Ngere Dispensary,13850.0,East kamagambo Ward,Rongo Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,5.0,5.0
ImG6wgclN06,Ongo Health Centre,13989.0,South kamagambo Ward,Rongo Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,71.0,110.0
pJP2SYBe0bB,Nyamasare Dispensary,13900.0,North kanyamkago Ward,Uriri Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,72.0,69.0
Oa3osQS1OkN,St Joseph Mission Hospital,14110.0,Suna central Ward,Suna East Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,153.0,148.0
WV0WSrN5Wki,Oyani SDA,14008.0,West kanyamkago Ward,Uriri Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,40.0,38.0
kmEXAwkvnDQ,Nyangoge Health Centre,13927.0,Tagare Ward,Kuria West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,45.0,45.0
Uvv85m35TMs,Ondong Dispensary,16277.0,Suna central Ward,Suna East Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,32.0,52.0
Sv7XZqXiyCP,Nyametaburo Health Centre,13909.0,Mokerero Ward,Kuria West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,40.0,38.0
mvhjOGeHZbK,Nyandago Koweru Dispensary,13919.0,Got kachola Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,42.0,41.0
aCOEeeYEcsO,Rabondo Dispensary,14019.0,West sakwa Ward,Awendo Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,74.0,70.0
YFSNlKvGVDj,Lwanda Dispensary,13741.0,North kadem Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,71.0,69.0
g8H5Hr3A1QX,Riat Dispensary (Migori),14047.0,Kanyasa Ward,Nyatike Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,5.0,5.0
Sv7XZqXiyCP,Nyametaburo Health Centre,13909.0,Mokerero Ward,Kuria West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,40.0,41.0
G44EhGVs2FX,God Jope Dispensary,13582.0,God jope Ward,Suna East Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,68.0,65.0
pJP2SYBe0bB,Nyamasare Dispensary,13900.0,North kanyamkago Ward,Uriri Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,56.0,53.0
EVf9vo84kFZ,Oyani Health Centre,14009.0,East kanyamkago Ward,Uriri Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,8.0,8.0
Z7ruKy2DyTa,Kadem Tb & Leprosy Dispensary,13640.0,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,36.0,36.0
dOTpdQwrYeN,Migori District Hospital,13805.0,Suna central Ward,Suna East Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,388.0,365.0
Oh2bAGRnSwV,Ogwedhi Health Centre,13969.0,Kwa Ward,Suna East Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,6.0,6.0
WG7O02P8x4T,Dede Dispensary,13532.0,West sakwa Ward,Awendo Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,122.0,120.0
NDFVW6VFCnE,Nyamaraga Health Centre,13897.0,Wasimbete Ward,Suna West Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,11.0,10.0
xa8ZMxIarv6,Giribe Dispensary,13576.0,Wasimbete Ward,Suna West Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,12.0,12.0
dWATcMI6XJL,Angaga Dispensary,17050.0,South sakwa Ward,Awendo Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,27.0,26.0
WlgH5Q5Y6kZ,Nyakuru Dispensary,13885.0,North sakwa Ward,Awendo Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,17.0,16.0
YFSNlKvGVDj,Lwanda Dispensary,13741.0,North kadem Ward,Nyatike Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,10.0,10.0
BXOrXdOZoWE,Macalder Sub-District Hospital,13745.0,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,86.0,85.0
DDiNOmleakD,Siruti Dispensary,17051.0,West sakwa Ward,Awendo Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,3.0,3.0
LPKh4nXw3jE,Kipingi Dispensary,16269.0,Kanyasa Ward,Nyatike Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,11.0,11.0
DmDKo97EhtM,Osogo Dispensary,13997.0,West kanyamkago Ward,Uriri Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,8.0,8.0
FpS8TixqWn4,Ombo Kowiti,17039.0,Central kanyamkago Ward,Uriri Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,1.0,1.0
dW7oScLnDy2,Winjo Dispensary,14173.0,Muhuru Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,17.0,16.0
NRf14PUD9xc,Karungu Sub-District Hospital,13656.0,Kachieng' Ward,Nyatike Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,27.0,27.0
FpS8TixqWn4,Ombo Kowiti,17039.0,Central kanyamkago Ward,Uriri Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,42.0,41.0
I2z6MT7pHrX,Ranen (SDA) Dispensary,14032.0,North sakwa Ward,Awendo Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,55.0,54.0
fzoNOK6Nrqc,Nyamekongoroto Health Centre,13907.0,Masaba Ward,Kuria West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,54.0,63.0
FH1lPSOnK9z,Kwoyo Kodalo Dispensary,13729.0,North sakwa Ward,Awendo Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,78.0,78.0
zwV7ekHDAwe,Sori Lakeside Nursing and Maternity Home,14098.0,Kachieng' Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,56.0,56.0
B8Y8xuk4MFf,Ngo'nga Dispensary,17052.0,South sakwa Ward,Awendo Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,39.0,37.0
xKOxyxxlXk1,Suna Nursing and Maternity Home,14134.0,Oruba Ward,Suna West Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,7.0,7.0
WlgH5Q5Y6kZ,Nyakuru Dispensary,13885.0,North sakwa Ward,Awendo Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,69.0,66.0
Oa3osQS1OkN,St Joseph Mission Hospital,14110.0,Suna central Ward,Suna East Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,130.0,125.0
mvhjOGeHZbK,Nyandago Koweru Dispensary,13919.0,Got kachola Ward,Nyatike Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,3.0,5.0
Uvv85m35TMs,Ondong Dispensary,16277.0,Suna central Ward,Suna East Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,8.0,5.0
q3Hiw70svzH,Midoti Dispensary,13804.0,Suna central Ward,Suna East Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,30.0,40.0
jSsqGE88rMQ,Wath Onger Dispensary,14170.0,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,13.0,13.0
IH4gWpzva9S,Motemorabu Dispensary,13824.0,Nyamosense/komosoko Ward,Kuria West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,33.0,33.0
OQUMus9IsA1,Bugumbe Health Centre,13517.0,Tagare Ward,Kuria West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,134.0,133.0
G44EhGVs2FX,God Jope Dispensary,13582.0,God jope Ward,Suna East Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,57.0,56.0
G4FemD36hGF,Osingo Dispensary,13996.0,God jope Ward,Suna East Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,61.0,61.0
syMX95GoW0g,Kituka Dispensary,13706.0,North kadem Ward,Nyatike Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,4.0,4.0
V6P9Brv9LmO,Otati Dispensary,13999.0,Kanyasa Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,39.0,38.0
sAMKlirWAu6,Nyarongi Dispensary,13940.0,Kakrao Ward,Suna East Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,35.0,35.0
nnQCgclxCj6,Taranganya Dispensary,14144.0,Bukira east Ward,Kuria West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,55.0,57.0
pJP2SYBe0bB,Nyamasare Dispensary,13900.0,North kanyamkago Ward,Uriri Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,7.0,7.0
dwu3NQizNkT,Kuria District Hospital,13726.0,Bukira east Ward,Kuria West Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,7.0,7.0
gFC5kCFDDqG,Isibania Sub-District Hospital,13625.0,Isibania Ward,Kuria West Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,17.0,17.0
ghUdW9zdUuu,Nyaburi Clinic,13865.0,Oruba Ward,Suna West Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,2.0,2.0
MxwFljO9mmy,Sibuoche Dispensary,14082.0,West kanyamkago Ward,Uriri Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,21.0,21.0
pS72TtLnCvM,Ongito Dispensary,13988.0,North kanyamkago Ward,Uriri Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,15.0,15.0
EVf9vo84kFZ,Oyani Health Centre,14009.0,East kanyamkago Ward,Uriri Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,112.0,111.0
hcF52HKSsCR,Suna Rabuor Dispensary,14135.0,Kwa Ward,Suna East Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,2.0,2.0
bi747puqsrA,Matoso Health Clinic,13793.0,Got kachola Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,35.0,35.0
IH4gWpzva9S,Motemorabu Dispensary,13824.0,Nyamosense/komosoko Ward,Kuria West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,57.0,56.0
XWycxNbm28F,Ngodhe Dispensary,13853.0,East kamagambo Ward,Rongo Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,7.0,7.0
jSsqGE88rMQ,Wath Onger Dispensary,14170.0,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,16.0,15.0
cLo2mMOlSkq,Muhuru Health Centre,13833.0,Muhuru Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,106.0,104.0
sR008hvpu5e,Sony Medical Centre,14097.0,Central sakwa Ward,Awendo Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,2.0,2.0
G4FemD36hGF,Osingo Dispensary,13996.0,God jope Ward,Suna East Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,6.0,7.0
LGgFPRuWpws,Mariwa Health Centre,13778.0,South sakwa Ward,Awendo Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,62.0,59.0
dWATcMI6XJL,Angaga Dispensary,17050.0,South sakwa Ward,Awendo Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,3.0,3.0
SPfT81d1gVx,Namba Kodero Dispensary,16273.0,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,34.0,32.0
XWycxNbm28F,Ngodhe Dispensary,13853.0,East kamagambo Ward,Rongo Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,38.0,37.0
NDFVW6VFCnE,Nyamaraga Health Centre,13897.0,Wasimbete Ward,Suna West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,157.0,151.0
cLo2mMOlSkq,Muhuru Health Centre,13833.0,Muhuru Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,123.0,122.0
BSIVRetkq9o,Getongoroma Dispensary,13569.0,Nyamosense/komosoko Ward,Kuria West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,48.0,50.0
G4FemD36hGF,Osingo Dispensary,13996.0,God jope Ward,Suna East Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,31.0,53.0
nnQCgclxCj6,Taranganya Dispensary,14144.0,Bukira east Ward,Kuria West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,66.0,67.0
cd2oXY1uQan,Verna Health Centre,14166.0,East kamagambo Ward,Rongo Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,11.0,11.0
KV7mZo1P75i,Rongo District Hospital,14058.0,Central kamagambo Ward,Rongo Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,39.0,39.0
hcF52HKSsCR,Suna Rabuor Dispensary,14135.0,Kwa Ward,Suna East Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,7.0,7.0
Z4h8itV1gpt,Lwala Dispensary,13740.0,North kamagambo Ward,Rongo Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,167.0,160.0
QzrC7FpTOCf,Macalder Mission Dispensary,13744.0,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,3.0,3.0
hLMDMOsAv6Y,Bande Dispensary,13494.0,Kaler Ward,Nyatike Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,5.0,5.0
KV7mZo1P75i,Rongo District Hospital,14058.0,Central kamagambo Ward,Rongo Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,36.0,36.0
KpXqE32Rm1d,Kombe Dispensary,13713.0,Masaba Ward,Kuria West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,30.0,26.0
gFC5kCFDDqG,Isibania Sub-District Hospital,13625.0,Isibania Ward,Kuria West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,275.0,271.0
FpS8TixqWn4,Ombo Kowiti,17039.0,Central kanyamkago Ward,Uriri Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,47.0,37.0
sR008hvpu5e,Sony Medical Centre,14097.0,Central sakwa Ward,Awendo Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,2.0,2.0
ZBtoRProc6e,Awendo Sub-District Hospital,13492.0,Central sakwa Ward,Awendo Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,26.0,26.0
sJHMc412zV6,Thim Lich Dispensary,16278.0,North kadem Ward,Nyatike Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,7.0,7.0
TzHwSMZNntq,Muchebe Dispensary,13830.0,Mokerero Ward,Kuria West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,22.0,21.0
gFC5kCFDDqG,Isibania Sub-District Hospital,13625.0,Isibania Ward,Kuria West Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,12.0,12.0
DmDKo97EhtM,Osogo Dispensary,13997.0,West kanyamkago Ward,Uriri Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,9.0,9.0
xaQ9Z2jrxRM,Anjego Dispensary,13480.0,Kakrao Ward,Suna East Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,42.0,40.0
I2z6MT7pHrX,Ranen (SDA) Dispensary,14032.0,North sakwa Ward,Awendo Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,8.0,8.0
V6P9Brv9LmO,Otati Dispensary,13999.0,Kanyasa Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,26.0,24.0
I2z6MT7pHrX,Ranen (SDA) Dispensary,14032.0,North sakwa Ward,Awendo Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,4.0,5.0
I2z6MT7pHrX,Ranen (SDA) Dispensary,14032.0,North sakwa Ward,Awendo Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,34.0,34.0
MQcFGwW1QsE,Kopanga Health Center,13718.0,Wasimbete Ward,Suna West Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,4.0,4.0
gMhjxJKU9mM,St Monica Rapogi Health Centre,14121.0,North kanyamkago Ward,Uriri Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,104.0,103.0
