facilityuid,facility,code,ward,sub_county,county,indicator,indicator_name,period,dhis2_value,datim_value
eNAWFykGp3w,Uriri Health Centre,14161,Central kanyamkago Ward,Uriri Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,149,149
Dsv44iuGboK,St Akidiva Memorial Hospital,14101,Oruba Ward,Suna West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,18,17
YFSNlKvGVDj,Lwanda Dispensary,13741,North kadem Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,78,75
sDgMJ46sG5P,Mogori-Komasimo Health Centre,16721,Masaba Ward,Kuria West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,172,171
FIDsgV3ezn0,Olasi Dispensary,13975,Kaler Ward,Nyatike Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,8,8
pS72TtLnCvM,Ongito Dispensary,13988,North kanyamkago Ward,Uriri Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,29,29
cd2oXY1uQan,Verna Health Centre,14166,East kamagambo Ward,Rongo Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,68,67
JJHQ16uTrPX,St Camillus Mission Hospital,14103,Kachieng' Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,34,31
QiXeOXMmlX0,Arombe Dispensary,13486,Wiga Ward,Suna West Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,18,18
Sv7XZqXiyCP,Nyametaburo Health Centre,13909,Mokerero Ward,Kuria West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,48,48
WV0WSrN5Wki,Oyani SDA,14008,West kanyamkago Ward,Uriri Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,46,45
WDe0umtdbif,Kabuto Dispensary,13639,North kadem Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,19,10
Dp9uga9zfqH,God Kwer Dispensary,13583,Wiga Ward,Suna West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,111,108
BSIVRetkq9o,Getongoroma Dispensary,13569,Nyamosense/komosoko Ward,Kuria West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,58,56
Dp9uga9zfqH,God Kwer Dispensary,13583,Wiga Ward,Suna West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,88,91
mvhjOGeHZbK,Nyandago Koweru Dispensary,13919,Got kachola Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,55,52
MxwFljO9mmy,Sibuoche Dispensary,14082,West kanyamkago Ward,Uriri Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,66,66
sDgMJ46sG5P,Mogori-Komasimo Health Centre,16721,Masaba Ward,Kuria West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,124,124
LYR8fhhFOaQ,Duruma,16268,North kadem Ward,Nyatike Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,2,2
HIbQsMgPQm0,Othoro,14003,North kanyamkago Ward,Uriri Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,15,15
ImG6wgclN06,Ongo Health Centre,13989,South kamagambo Ward,Rongo Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,116,114
WnyXc5FYO5e,Ulanda Dispensary,14157,East kanyamkago Ward,Uriri Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,11,11
OQUMus9IsA1,Bugumbe Health Centre,13517,Tagare Ward,Kuria West Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,6,6
WlgH5Q5Y6kZ,Nyakuru Dispensary,13885,North sakwa Ward,Awendo Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,61,58
leXuCmyYwWX,Ngere Dispensary,13850,East kamagambo Ward,Rongo Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,5,5
ImG6wgclN06,Ongo Health Centre,13989,South kamagambo Ward,Rongo Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,71,110
pJP2SYBe0bB,Nyamasare Dispensary,13900,North kanyamkago Ward,Uriri Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,72,69
Oa3osQS1OkN,St Joseph Mission Hospital,14110,Suna central Ward,Suna East Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,153,148
WV0WSrN5Wki,Oyani SDA,14008,West kanyamkago Ward,Uriri Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,40,38
kmEXAwkvnDQ,Nyangoge Health Centre,13927,Tagare Ward,Kuria West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,45,45
Uvv85m35TMs,Ondong Dispensary,16277,Suna central Ward,Suna East Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,32,52
Sv7XZqXiyCP,Nyametaburo Health Centre,13909,Mokerero Ward,Kuria West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,40,38
mvhjOGeHZbK,Nyandago Koweru Dispensary,13919,Got kachola Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,42,41
aCOEeeYEcsO,Rabondo Dispensary,14019,West sakwa Ward,Awendo Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,74,70
YFSNlKvGVDj,Lwanda Dispensary,13741,North kadem Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,71,69
g8H5Hr3A1QX,Riat Dispensary (Migori),14047,Kanyasa Ward,Nyatike Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,5,5
Sv7XZqXiyCP,Nyametaburo Health Centre,13909,Mokerero Ward,Kuria West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,40,41
G44EhGVs2FX,God Jope Dispensary,13582,God jope Ward,Suna East Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,68,65
pJP2SYBe0bB,Nyamasare Dispensary,13900,North kanyamkago Ward,Uriri Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,56,53
EVf9vo84kFZ,Oyani Health Centre,14009,East kanyamkago Ward,Uriri Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,8,8
Z7ruKy2DyTa,Kadem Tb & Leprosy Dispensary,13640,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,36,36
dOTpdQwrYeN,Migori District Hospital,13805,Suna central Ward,Suna East Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,388,365
Oh2bAGRnSwV,Ogwedhi Health Centre,13969,Kwa Ward,Suna East Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,6,6
WG7O02P8x4T,Dede Dispensary,13532,West sakwa Ward,Awendo Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,122,120
NDFVW6VFCnE,Nyamaraga Health Centre,13897,Wasimbete Ward,Suna West Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,11,10
xa8ZMxIarv6,Giribe Dispensary,13576,Wasimbete Ward,Suna West Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,12,12
dWATcMI6XJL,Angaga Dispensary,17050,South sakwa Ward,Awendo Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,27,26
WlgH5Q5Y6kZ,Nyakuru Dispensary,13885,North sakwa Ward,Awendo Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,17,16
YFSNlKvGVDj,Lwanda Dispensary,13741,North kadem Ward,Nyatike Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,10,10
BXOrXdOZoWE,Macalder Sub-District Hospital,13745,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,86,85
DDiNOmleakD,Siruti Dispensary,17051,West sakwa Ward,Awendo Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,3,3
LPKh4nXw3jE,Kipingi Dispensary,16269,Kanyasa Ward,Nyatike Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,11,11
DmDKo97EhtM,Osogo Dispensary,13997,West kanyamkago Ward,Uriri Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,8,8
FpS8TixqWn4,Ombo Kowiti,17039,Central kanyamkago Ward,Uriri Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,1,1
dW7oScLnDy2,Winjo Dispensary,14173,Muhuru Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,17,16
NRf14PUD9xc,Karungu Sub-District Hospital,13656,Kachieng' Ward,Nyatike Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,27,27
FpS8TixqWn4,Ombo Kowiti,17039,Central kanyamkago Ward,Uriri Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,42,41
I2z6MT7pHrX,Ranen (SDA) Dispensary,14032,North sakwa Ward,Awendo Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,55,54
fzoNOK6Nrqc,Nyamekongoroto Health Centre,13907,Masaba Ward,Kuria West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,54,63
FH1lPSOnK9z,Kwoyo Kodalo Dispensary,13729,North sakwa Ward,Awendo Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,78,78
zwV7ekHDAwe,Sori Lakeside Nursing and Maternity Home,14098,Kachieng' Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,56,56
B8Y8xuk4MFf,Ngo'nga Dispensary,17052,South sakwa Ward,Awendo Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,39,37
xKOxyxxlXk1,Suna Nursing and Maternity Home,14134,Oruba Ward,Suna West Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,7,7
WlgH5Q5Y6kZ,Nyakuru Dispensary,13885,North sakwa Ward,Awendo Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,69,66
Oa3osQS1OkN,St Joseph Mission Hospital,14110,Suna central Ward,Suna East Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,130,125
mvhjOGeHZbK,Nyandago Koweru Dispensary,13919,Got kachola Ward,Nyatike Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,3,5
Uvv85m35TMs,Ondong Dispensary,16277,Suna central Ward,Suna East Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,8,5
q3Hiw70svzH,Midoti Dispensary,13804,Suna central Ward,Suna East Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,30,40
jSsqGE88rMQ,Wath Onger Dispensary,14170,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,13,13
IH4gWpzva9S,Motemorabu Dispensary,13824,Nyamosense/komosoko Ward,Kuria West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,33,33
OQUMus9IsA1,Bugumbe Health Centre,13517,Tagare Ward,Kuria West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,134,133
G44EhGVs2FX,God Jope Dispensary,13582,God jope Ward,Suna East Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,57,56
G4FemD36hGF,Osingo Dispensary,13996,God jope Ward,Suna East Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,61,61
syMX95GoW0g,Kituka Dispensary,13706,North kadem Ward,Nyatike Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,4,4
V6P9Brv9LmO,Otati Dispensary,13999,Kanyasa Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,39,38
sAMKlirWAu6,Nyarongi Dispensary,13940,Kakrao Ward,Suna East Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,35,35
nnQCgclxCj6,Taranganya Dispensary,14144,Bukira east Ward,Kuria West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,55,57
pJP2SYBe0bB,Nyamasare Dispensary,13900,North kanyamkago Ward,Uriri Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,7,7
dwu3NQizNkT,Kuria District Hospital,13726,Bukira east Ward,Kuria West Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,7,7
gFC5kCFDDqG,Isibania Sub-District Hospital,13625,Isibania Ward,Kuria West Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,17,17
ghUdW9zdUuu,Nyaburi Clinic,13865,Oruba Ward,Suna West Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,2,2
MxwFljO9mmy,Sibuoche Dispensary,14082,West kanyamkago Ward,Uriri Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,21,21
pS72TtLnCvM,Ongito Dispensary,13988,North kanyamkago Ward,Uriri Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,15,15
EVf9vo84kFZ,Oyani Health Centre,14009,East kanyamkago Ward,Uriri Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,112,111
hcF52HKSsCR,Suna Rabuor Dispensary,14135,Kwa Ward,Suna East Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,2,2
bi747puqsrA,Matoso Health Clinic,13793,Got kachola Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,35,35
IH4gWpzva9S,Motemorabu Dispensary,13824,Nyamosense/komosoko Ward,Kuria West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,57,56
XWycxNbm28F,Ngodhe Dispensary,13853,East kamagambo Ward,Rongo Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,7,7
jSsqGE88rMQ,Wath Onger Dispensary,14170,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,16,15
cLo2mMOlSkq,Muhuru Health Centre,13833,Muhuru Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,106,104
sR008hvpu5e,Sony Medical Centre,14097,Central sakwa Ward,Awendo Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,2,2
G4FemD36hGF,Osingo Dispensary,13996,God jope Ward,Suna East Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,6,7
LGgFPRuWpws,Mariwa Health Centre,13778,South sakwa Ward,Awendo Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,62,59
dWATcMI6XJL,Angaga Dispensary,17050,South sakwa Ward,Awendo Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,3,3
SPfT81d1gVx,Namba Kodero Dispensary,16273,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,34,32
XWycxNbm28F,Ngodhe Dispensary,13853,East kamagambo Ward,Rongo Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,38,37
NDFVW6VFCnE,Nyamaraga Health Centre,13897,Wasimbete Ward,Suna West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,157,151
cLo2mMOlSkq,Muhuru Health Centre,13833,Muhuru Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,123,122
BSIVRetkq9o,Getongoroma Dispensary,13569,Nyamosense/komosoko Ward,Kuria West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,48,50
G4FemD36hGF,Osingo Dispensary,13996,God jope Ward,Suna East Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,31,53
nnQCgclxCj6,Taranganya Dispensary,14144,Bukira east Ward,Kuria West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,66,67
cd2oXY1uQan,Verna Health Centre,14166,East kamagambo Ward,Rongo Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,11,11
KV7mZo1P75i,Rongo District Hospital,14058,Central kamagambo Ward,Rongo Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,39,39
hcF52HKSsCR,Suna Rabuor Dispensary,14135,Kwa Ward,Suna East Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,7,7
Z4h8itV1gpt,Lwala Dispensary,13740,North kamagambo Ward,Rongo Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,167,160
QzrC7FpTOCf,Macalder Mission Dispensary,13744,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,3,3
hLMDMOsAv6Y,Bande Dispensary,13494,Kaler Ward,Nyatike Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,5,5
KV7mZo1P75i,Rongo District Hospital,14058,Central kamagambo Ward,Rongo Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,36,36
KpXqE32Rm1d,Kombe Dispensary,13713,Masaba Ward,Kuria West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,30,26
gFC5kCFDDqG,Isibania Sub-District Hospital,13625,Isibania Ward,Kuria West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,275,271
FpS8TixqWn4,Ombo Kowiti,17039,Central kanyamkago Ward,Uriri Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,47,37
sR008hvpu5e,Sony Medical Centre,14097,Central sakwa Ward,Awendo Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,2,2
ZBtoRProc6e,Awendo Sub-District Hospital,13492,Central sakwa Ward,Awendo Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,26,26
sJHMc412zV6,Thim Lich Dispensary,16278,North kadem Ward,Nyatike Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,7,7
TzHwSMZNntq,Muchebe Dispensary,13830,Mokerero Ward,Kuria West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,22,21
gFC5kCFDDqG,Isibania Sub-District Hospital,13625,Isibania Ward,Kuria West Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,12,12
DmDKo97EhtM,Osogo Dispensary,13997,West kanyamkago Ward,Uriri Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,9,9
xaQ9Z2jrxRM,Anjego Dispensary,13480,Kakrao Ward,Suna East Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,42,40
I2z6MT7pHrX,Ranen (SDA) Dispensary,14032,North sakwa Ward,Awendo Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,8,8
V6P9Brv9LmO,Otati Dispensary,13999,Kanyasa Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,26,24
I2z6MT7pHrX,Ranen (SDA) Dispensary,14032,North sakwa Ward,Awendo Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,4,5
I2z6MT7pHrX,Ranen (SDA) Dispensary,14032,North sakwa Ward,Awendo Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,34,34
MQcFGwW1QsE,Kopanga Health Center,13718,Wasimbete Ward,Suna West Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,4,4
gMhjxJKU9mM,St Monica Rapogi Health Centre,14121,North kanyamkago Ward,Uriri Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,104,103
NpKmhJBECVb,Saro Dispensary,14069,Kakrao Ward,Suna East Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,13,13
LPKh4nXw3jE,Kipingi Dispensary,16269,Kanyasa Ward,Nyatike Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,3,3
NpKmhJBECVb,Saro Dispensary,14069,Kakrao Ward,Suna East Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,82,82
WlgH5Q5Y6kZ,Nyakuru Dispensary,13885,North sakwa Ward,Awendo Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,6,5
Oh2bAGRnSwV,Ogwedhi Health Centre,13969,Kwa Ward,Suna East Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,7,7
mvhjOGeHZbK,Nyandago Koweru Dispensary,13919,Got kachola Ward,Nyatike Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,7,6
xa8ZMxIarv6,Giribe Dispensary,13576,Wasimbete Ward,Suna West Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,12,12
xKOxyxxlXk1,Suna Nursing and Maternity Home,14134,Oruba Ward,Suna West Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,11,11
iX9MCYrhHOP,Koloo Dispensary,17038,North kanyamkago Ward,Uriri Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,8,8
